text,manually_annotated_label
Bowman Consulting Group Enters Southern California Through Acquisition of San Diego Firm Project Design Consultants  https://t.co/DKZ2JHUYNQ  https://t.co/rfQBJrFdKv,M&A | Investments
Berkshire Partners to Invest in Leading Israeli Data Center Platform MedOne  https://t.co/F9yS0dI1cS  https://t.co/4hntZk6Wkh,M&A | Investments
"Evoqua Water Technologies Completes Acquisition of EPICOR, Inc.  https://t.co/jAno5uq4gf  https://t.co/2kIvEmh88c",M&A | Investments
Limerston Capital Portfolio Company Trinity Homecare Announces Acquisition of Premier Homecare  https://t.co/InbUb06fV0  https://t.co/3coql04LH6,M&A | Investments
Astorg Completes Acquisition of OPEN Health From Amulet Capital Partners  https://t.co/FOgyvnRnJt  https://t.co/8AaHphSLPS,M&A | Investments
Northleaf Capital Partners to Acquire 40% Interest in New Zealand Mobile Tower Infrastructure Business From Vodafone New Zealand Limited  https://t.co/ruFWvKrjWT  https://t.co/HFx3Ekz1gU,M&A | Investments
"In line with our 3-year Strategic Plan ESI Group, today announced the sale of its non-core Fluids Simulation software product  https://t.co/5VWnLdfqC3  https://t.co/qwI0EKI06v",M&A | Investments
"PS Business Parks, Inc. Stockholders Approve Acquisition by Affiliates of Blackstone Real Estate  https://t.co/n6IqJTo3OH  https://t.co/Wy6jR1mY1A",M&A | Investments
Cadence Completes Acquisition of Future Facilities  https://t.co/IfRH8HRJDq  https://t.co/s10KbPKnR9,M&A | Investments
Bullhorn Acquires SourceBreaker To Enable Customers To Find the Best Talent  https://t.co/Egi0RYIYJj  https://t.co/TBtPCwYuDJ,M&A | Investments
Viveon Health Acquisition Corp. Announces Filing of Registration Statement on Form S-4 in Connection with its Proposed Business Combination with Suneva Medical  https://t.co/X5sM1i5y6P  https://t.co/zxyM6FJNP0,M&A | Investments
ADTRAN Holdings Announces Closing of Business Combination with ADVA  https://t.co/2VIUCA4VhE  https://t.co/zduWgBtlH5,M&A | Investments
Generational Equity Advises Warren Truss in its Sale to Stark Truss  https://t.co/Gh0UjEYDqn  https://t.co/KIZRY1Jvl8,M&A | Investments
Gradiant Acquires WaterPark to Move Semiconductor and Advanced Manufacturing Closer to Water Sustainability  https://t.co/qN9aaluJNz  https://t.co/kGoE897Q88,M&A | Investments
"L&amp;F Acquisition Corp. and ZeroFox, Inc. Announce Effectiveness of Registration Statement and August 2, 2022 Extraordinary General Meeting to Approve Business Combination  https://t.co/4NdH86B28Y  https://t.co/ESAQuatuPG",M&A | Investments
Athora Announces Closed Life Book Transaction with AXA Germany  https://t.co/vvKrMIMMXi  https://t.co/x6zStEW8ht,M&A | Investments
Harris Williams Advises Voff Premium Pet Food on its Pending Sale to Axcel  https://t.co/WwbnKUEuwp  https://t.co/as1AKvEvkm,M&A | Investments
Eye Health America Announces Newest Acquisition of Bradenton Eye Clinic  https://t.co/tCbGFrzZXr  https://t.co/2NhbYcnH3m,M&A | Investments
CDB Aviation Executes Sale and Leaseback Transaction with New Middle Eastern Customer Jazeera Airways  https://t.co/245sP5OFPa  https://t.co/4XGDkYUiPk,M&A | Investments
BlackHawk Accelerates Growth Across the U.S. with More Acquisitions  https://t.co/6rlikAUEbH  https://t.co/kn1IN4ru3n,M&A | Investments
EIS Holdings Enhances Soil &amp; Water Remediation Capabilities and Expands Geographic Footprint with Acquisition of AET Group  https://t.co/uOaK84kqLC  https://t.co/dBXpf72LhA,M&A | Investments
Upland Software Announces $115 Million Strategic Equity Investment From HGGC  https://t.co/NJWJgqU0Lt  https://t.co/aMW49dmKBB,M&A | Investments
WebBank Invests $250 Million in Avant to Support Growth of Credit Card Program  https://t.co/uDkb4UjkVr  https://t.co/5EfA84leeq,M&A | Investments
A-Gas Expands its Business Operations in Southwest Florida with the Acquisition of Certified Refrigerant Services  https://t.co/XlVj8BBZ1n  https://t.co/KYuSWbdwa3,M&A | Investments
Darby Invests in onDiem to Bring Flexible Staffing Solutions to Customers  https://t.co/gAoi3t0Umk  https://t.co/KNjDjc88Ka,M&A | Investments
Citizens Financial Group to Expand Wealth Management Business with Acquisition of Paladin Advisors  https://t.co/7Of6xx4fz0,M&A | Investments
https://t.co/NzAYI32DOn Announces Acquisition of Playte Group  https://t.co/kkxfQOqiT9,M&A | Investments
"EverGen Infrastructure Corp. Completes the Acquisition of a 67% Interest in GrowTEC, an Alberta Based Renewable Natural Gas Facility  https://t.co/RgIW0M4AJf  https://t.co/1lDRksexGH",M&A | Investments
Fenix Parts Completes Acquisition of A&amp;P Auto Parts and U-Pull U-Save Auto Parts  https://t.co/TP1tVf6atG,M&A | Investments
"United Flow Technologies, an H.I.G. Capital Portfolio Company, Completes Four Strategic Acquisitions  https://t.co/bSOuvZEkST  https://t.co/KuZpJXB72S",M&A | Investments
DigitalBridge to Acquire Majority Stake in GD Towers in Partnership with Brookfield  https://t.co/PwI4Apb00c  https://t.co/CqVsYi1ivg,M&A | Investments
CURO Completes Acquisition of First Heritage Credit and Adds Funding Capacity  https://t.co/dQDTHPFbXw  https://t.co/WzCCJmSPsO,M&A | Investments
Innoviva Sells 15% Economic Stake in Theravance Respiratory Company to Royalty Pharma for approximately $282 million plus full ownership of existing equity investments and the potential for $50 million milestone payment  https://t.co/89s5xOWQ6H  https://t.co/7BNqNTQf0Y,M&A | Investments
Molina Healthcare to Acquire My Choice Wisconsin  https://t.co/LFYfpQ9mxo  https://t.co/iWfs2kUZFz,M&A | Investments
D.A. Davidson Acts as Financial Adviser to Timber Automation on Its Sale to USNR  https://t.co/9a560oPf9z  https://t.co/AEyCkpLiD9,M&A | Investments
Accenture to Acquire The Stable to Bolster its Commerce Transformation Expertise in North America  https://t.co/7zqDVFgf3G  https://t.co/ghSbBonvhy,M&A | Investments
Harris Williams Advises Prima Solutions on the Sale of Prima XL to Duck Creek Technologies  https://t.co/vMDzJrNnpP  https://t.co/1Sn3KLhNBk,M&A | Investments
Essential Utilities’ Aqua Pennsylvania Subsidiary Selected to Continue Discussions to Purchase the Wastewater Assets of Bucks County Water and Sewer Authority  https://t.co/jTH8IN0Fv8  https://t.co/vDjqlNavse,M&A | Investments
Vino Vault Announces Seventh U.S. Location and Second Site in Texas with Purchase of Houston Wine Cellar  https://t.co/zNNc4lxLpp  https://t.co/GhAWOnG5pm,M&A | Investments
"Intelligent Banking Solutions. Inc., the leading Collection and Recovery Software for Financial Institutions, completes strategic equity investment with Arcadea Group  https://t.co/9ot8xsHCbv  https://t.co/i5RFcmxrao",M&A | Investments
"Clarity Veterinary Real Estate Acquires Two Properties in Greenville, SC  https://t.co/piZ6KD4Url  https://t.co/chq3j7O20b",M&A | Investments
Kodak Announces Investment in Company Developing EV “Super Cell” Battery  https://t.co/QILfVaXIA5  https://t.co/7EzDV8EhnU,M&A | Investments
"Water Engineering Inc. (“WEI”), a Portfolio Company of Nolan Capital, Announces the Acquisition of American Water Treatment, Inc. (“American Water”), a Leading Provider of Water Treatment Services, Chemicals, and Consultation  https://t.co/lY4wTkQrHv  https://t.co/j1rbRqSgfi",M&A | Investments
Tellurian Announces Haynesville Shale Acquisition for $125 million  https://t.co/48Xg1eFwg8  https://t.co/iYnsedvyoX,M&A | Investments
Helios Technologies Completes Acquisition of Taimi  https://t.co/El9lgV5WS1  https://t.co/E30dIDCB9H,M&A | Investments
"Kerrigan Advisors Represents Holmes Auto Family in Sale of Shreveport, Louisiana Group of Five Dealerships  https://t.co/gn6ym8aoLh  https://t.co/9PsUSr4aoO",M&A | Investments
"Nomi Health Acquires Everyone Health, Sano Surgery  https://t.co/ClgndAZnuR  https://t.co/yRjr0fH6aL",M&A | Investments
"The Rohatyn Group Completes Acquisition of E-Bike Production Company, Leader From KJK Capital  https://t.co/g9GsNPzWx7  https://t.co/oPVeekKQOT",M&A | Investments
Sun Capital Partners Affiliate Acquires Andersen Commercial Plumbing  https://t.co/npcL5CskLD  https://t.co/Q7lMGzVHiY,M&A | Investments
Unity Announces Merger Agreement with ironSource  https://t.co/FeypfjrhSi  https://t.co/IilcbGM4s2,M&A | Investments
U.S. Alliance Pharma Acquires U.K.-based LGC’s Drug Development Solutions (DDS) Business  https://t.co/f9ujnP5j5n  https://t.co/hXI7l3F0H5,M&A | Investments
EcoVadis Accelerates Sustainability Intelligence Capabilities with Acquisition of ecotrek  https://t.co/TsC5mpcyhA  https://t.co/vHcsEaNB9I,M&A | Investments
ByteDance Invests in the Cryo-EM &amp; AI Powered Biotech Startup Shuimu BioSciences  https://t.co/jWa2izGwMW  https://t.co/8qmB57keqD,M&A | Investments
"Bioceres Crop Solutions Completes Merger With Marrone Bio, Creating a Global Leader in Sustainable Agricultural Solutions  https://t.co/sdyjjEtYLG  https://t.co/4GY3PVoTj4",M&A | Investments
3STEP Sports Acquires the Academy Volleyball Club Cleveland  https://t.co/UHRCl95vU0  https://t.co/AKhXOGmCj2,M&A | Investments
Fundare Resources Closes Acquisition of Green River Basin Asset  https://t.co/P3nGi5QVfJ  https://t.co/O2vAVypowz,M&A | Investments
Pandion Optimization Alliance Completes Second Acquisition in Fiscal Year; Acquires GroupSource GPO  https://t.co/78CK4w4odr  https://t.co/O49S4TgMu6,M&A | Investments
BigTime Software Acquires Projector to Become Leading Operating Platform for Professional Services Firms  https://t.co/KiWrACegC8  https://t.co/y94ffnvcCb,M&A | Investments
Bregal Sagemount Announces Strategic Growth Investment in Optima Partners  https://t.co/q5LeUCbfBx  https://t.co/gZgY3Rkv4E,M&A | Investments
Compass Precision Acquires Strom Manufacturing  https://t.co/oeDGdb9MYz  https://t.co/lwUcFpydlS,M&A | Investments
"Rosedale Federal Savings &amp; Loan Association Completes Merger with CBM Bancorp, Inc.  https://t.co/iayBCpt2H5  https://t.co/owcNs2VIBy",M&A | Investments
"Privitar Announces Kormoon Acquisition, Extending Data Privacy and Provisioning Capabilities To Drive Automation of Data Compliance Requirements at Scale  https://t.co/wh3tdH2yAf  https://t.co/3D9Kw3Ssxo",M&A | Investments
"Aduro Advisors Announces Acquisition of VMS Fund Administration, Solidifying Its Position as a Leading Venture Capital Fund Administrator  https://t.co/2IYNS0gZqg  https://t.co/q6BnNwp832",M&A | Investments
Blue Sage Capital Invests in Baker Manufacturing Company  https://t.co/Ydt1m6v9H5  https://t.co/h8h7HrUiSV,M&A | Investments
Discovery Capital Management Sends Letter to Spirit Airlines Board of Directors Regarding Proposed Merger with Frontier Airlines  https://t.co/Rjc9THXXmW  https://t.co/cxZbmmxRon,M&A | Investments
"FDH Aero Completes Acquisition of Electro Enterprises, Inc.  https://t.co/xgGs0VO3ec  https://t.co/M0MeGogv9U",M&A | Investments
Generational Equity Advises Don &amp; Roy's Cycle Shop in its Sale to Action Power Sports  https://t.co/I7ybC8g0wO  https://t.co/NgNBT6Ur7h,M&A | Investments
Kerrigan Advisors Represents Alan Jay Automotive Network in Sale of Sebring Toyota and St. Petersburg Maserati &amp; Alfa Romeo Dealerships  https://t.co/izyJVYTFmh  https://t.co/5tToE4GPuk,M&A | Investments
Markforged to Expand into Mass Production of End-Use Metal Parts Through Digital Metal Acquisition  https://t.co/kDRraM1g0K  https://t.co/lWQUb0fBSk,M&A | Investments
Outdoor Living Supply Acquires Norristown Brick  https://t.co/A4WGVnGGvL  https://t.co/oqUwLGLfWP,M&A | Investments
"Prepaid Technologies Acquires Workstride, Advancing Its Category-Leading Payments Platform  https://t.co/arjKtMTuvX  https://t.co/N01ohyxLUc",M&A | Investments
"Falcon’s Beyond, a Leading Global Entertainment Development Company, to Become a Public Company Through a Business Combination with FAST Acquisition Corp. II  https://t.co/iszGbAY08M  https://t.co/6KqOFH4n4a",M&A | Investments
disguise Acquires Creative Studio Meptik to Accelerate Global Delivery of World-Class Immersive Productions  https://t.co/4yvJB3Q4iD  https://t.co/A5oZ10tslJ,M&A | Investments
Softek Acquires Gentech (H2 FinTech) a Leading Provider of “Command and Control” Services to the Broker-Dealer and RIA Community  https://t.co/2r392DIIvq  https://t.co/gtQhiXQWDN,M&A | Investments
Thompson Street Capital Partners Portfolio Company PestCo Holdings Acquires Mick’s Exterminating  https://t.co/POLy2s7q11  https://t.co/XfWWKDRRyJ,M&A | Investments
"AgencyBloc Acquires FormFire, a Leading Small-Group Quoting &amp; Enrollment Solution For Benefits Brokers  https://t.co/vYimHa9tI6  https://t.co/vVQZxiGfcQ",M&A | Investments
Resurgens Announces Sale of Castellan Solutions to TA Associates- and Thoma Bravo-backed Riskonnect  https://t.co/czMPvCqIqB  https://t.co/SzzYktFPVk,M&A | Investments
"Thales Further Accelerates Its Cybersecurity Development With the Acquisition of OneWelcome, a Leader in Customer Identity and Access Management  https://t.co/DNEriqlDd1  https://t.co/ez9sQKPzol",M&A | Investments
StratCap Acquires Over $150 Million in Digital Infrastructure Assets  https://t.co/3GPPvw4VlX  https://t.co/JVUCwKN9jq,M&A | Investments
"Strategic Storage Trust VI, Inc. Acquires Storage Facility in the Jacksonville MSA  https://t.co/0S88RTdgZ1  https://t.co/hnYHbmb1NP",M&A | Investments
Crestwood Closes Series of Strategic Transactions and Announces Changes to its Board of Directors  https://t.co/ygSfoJZbRf,M&A | Investments
NerdWallet Completes Acquisition of On The Barrelhead  https://t.co/vbqjFV32jS  https://t.co/rJGFFYEZGe,M&A | Investments
Citrix Provides Update on Pending Acquisition by Affiliates of Vista Equity Partners and Evergreen Coast Capital  https://t.co/JNWVMhyIdq  https://t.co/9kIB0f2Tb0,M&A | Investments
"Medallia to Acquire Mindful, the Global Leader in Contact Center Callback Technology  https://t.co/dTGpFVhAMn  https://t.co/55LNHD5u2t",M&A | Investments
Clearhaven Partners invests $100M+ for a controlling interest in SundaySky  https://t.co/YhhyHHXXFx  https://t.co/eY0kr3xnBn,M&A | Investments
Versant Diagnostics Strengthens Chicago-Area Presence with New Acquisitions  https://t.co/jh0IcBJ23A  https://t.co/jia0Ve7D1k,M&A | Investments
Amazon agreed to acquire One Medical for $18 per share ($3.9B),M&A | Investments
"Nintendo has purchased the Computer Generated production company Dynamo Pictures, and will rename it “Nintendo Pictures”  https://t.co/Nq4iduQJpo",M&A | Investments
Activist hedge fund Elliott Management has amassed a stake of more than 9% in Pinterest  https://t.co/8iCZks4Lwq,M&A | Investments
"Cathie Wood's Ark purchased 1,041,831 shares of Unity Software  https://t.co/rmcfTlQsU1",M&A | Investments
Activist hedge fund Elliott Management has amassed a stake of more than 9% in Pinterest  https://t.co/r5tu9ULifE,M&A | Investments
"Cathie Wood's Ark purchased 1,041,831 shares of Unity Software  https://t.co/MVtQ6QEcKz",M&A | Investments
Warren Buffett's Berkshire Hathaway now owns an 18.7% stake in Occidental  https://t.co/NRLdDxwVmQ,M&A | Investments
"Twitter is ""committed"" to closing the deal and plans to pursue legal action to enforce the agreement",M&A | Investments
"""Mr. Musk is terminating the Merger Agreement because Twitter is in material breach of multiple provisions of that Agreement""",M&A | Investments
BREAKING: Elon Musk is terminating his $44 billion deal to acquire Twitter,M&A | Investments
Schroders takes minority stake in digital assets-focused manager Forteus  https://t.co/o7CFnKlRDJ,M&A | Investments
Starbucks examines sale of its UK business  https://t.co/DFYWXOUt10,M&A | Investments
"GSK split will help deal with ‘perennial underperformance’, says chief  https://t.co/pb5ON8FJNg",M&A | Investments
Deutsche Telekom/towers: deal structure forces out buyers  https://t.co/KdAdjrjLLT  | opinion,M&A | Investments
Trafigura sells stake in Putin-backed oil project to obscure HK trading outfit  https://t.co/u0hnKUYpLr,M&A | Investments
Serica Energy board rejects £1bn bid from smaller oil and gas rival Kistos  https://t.co/9WGaCSefWS,M&A | Investments
"Bank of Montreal agreed to buy Radicle, a sustainability-advisory and emissions-measurement firm, to help clients that are working to reduce their environmental impacts  https://t.co/DWNd4ZqFzb",M&A | Investments
French government to pay $9.8 billion to take Electricite de France private  https://t.co/e2maB0Xfvy,M&A | Investments
"Merck to pay Orion $290 million upfront to develop, commercialize prostate cancer treatment  https://t.co/lg7qW8Wvmt",M&A | Investments
$MEDAF - Medaro to acquire 100% of Darlin Li-Be property in Quebec  https://t.co/79mrHcN3N9,M&A | Investments
$ZEN - Zendesk files for China antitrust approval for takeover under simplified procedure  https://t.co/KNuyUcaS3Y,M&A | Investments
$EFX - Equifax to acquire LawLogix for expanding its workforce solutions business  https://t.co/uRgZ69NpI2,M&A | Investments
"$HR $HTA - Healthcare Realty Trust, Healthcare Trust of America complete merger  https://t.co/c4gSg4d2Ur",M&A | Investments
$UHAL - U-Haul acquires land in Daphne for new self-storage facility  https://t.co/1GhwDPTnii,M&A | Investments
$BUDZ - WEED acquires Hempirical Genetics for $750K  https://t.co/nY3ZscGihe,M&A | Investments
$NUVG - Pro Music Rights agrees to go public through reverse merger with Nuvus Gro  https://t.co/ets9ivW8zm,M&A | Investments
$VIVHY $ORAN $VIVEF - Canal Plus in advanced talks to acquire Orange media groups - Variety  https://t.co/zLQI8jqPQX,M&A | Investments
$NTR - Nutrien to buy Brazilian retailer Casa Do Adubo  https://t.co/OkdJa5m5d9,M&A | Investments
$HNI - HNI Corporation sales Lamex office furniture business for $75M  https://t.co/bxpX270hWQ,M&A | Investments
$EVTGF - EV Technology Group agrees to acquire up to 100% of MOKE International  https://t.co/MAbDbwgfX4,M&A | Investments
"$BA - Boeing to invest $50M in AE Industrial Partners for second venture fund, AEI HorizonX  https://t.co/vETsdxrWEj",M&A | Investments
$JMPHF - Leveljump Healthcare terminates acquisition of Telehospital  https://t.co/b20f4ES3Hb,M&A | Investments
$LFUS - Littelfuse completes acquisition of C&amp;K Switches  https://t.co/qHZe4IVgfq,M&A | Investments
$POYYF $AUCOY - Polymetal eyes sale of Russian assets to avoid risk of western sanctions  https://t.co/KJ8309TdVp,M&A | Investments
$KKR - KKR subsidiary acquires Atlantic Yards office property in Midtown Atlanta  https://t.co/LiyFnf7dNk,M&A | Investments
$FLAC $FLACU $FLACW - Frazier Lifesciences SPAC said in talks to take NewAmsterdam Pharma public  https://t.co/WcPzxMTRsF,M&A | Investments
$CNM - Core &amp; Main acquires wastewater products firm based in Southern California  https://t.co/RSji7OFzTq,M&A | Investments
$LAZY - Lazydays completes acquisition of Dave's Claremore RV  https://t.co/NFZaG81uvu,M&A | Investments
$KKR - KKR stays majority investor in Internet Brands recapitalization  https://t.co/yPum3vhRHE,M&A | Investments
$STEP - RedBird Capital Partners to acquire Talent Systems  https://t.co/iXOECrfjSh,M&A | Investments
$ATRX - Adhera Therapeutics signs letter of intent to acquire cancer therapy  https://t.co/e2AMy7qUUd,M&A | Investments
$META - Facebook-Giphy acquisition gets reprieve as UK tribunal challenges regulators' findings  https://t.co/39MdfSPFsw,M&A | Investments
$XALL - Xalles to acquire AIgrowthHUB and expand AI-based solutions  https://t.co/UQOmKgTwNQ,M&A | Investments
$BMY $TPTX - Bristol Myers extends tender offer period for $4.1B Turning Point acquisition  https://t.co/O2ZJCtAfqa,M&A | Investments
$LILM - Lilium signs two eVTOL purchase deals  https://t.co/hO3tEXyo49,M&A | Investments
$JEF - Jefferies Financial to spin off energy holding and simplify corporate structure  https://t.co/7uBT1CDple,M&A | Investments
$HIL - Hill to be acquired by Godspeed Capital for $143.9M in cash  https://t.co/gdxEcVm7Ue,M&A | Investments
$SHO $VG $ERIC - Sunstone Hotel Investors to replace Vonage in S&amp;P SmallCap 600  https://t.co/upEFjLInrj,M&A | Investments
$CCF - Chase Corporation to acquire NuCera Solutions for $250M  https://t.co/aP9p4iLI2L,M&A | Investments
"$OXY $BRK.A $BRK.B - Berkshire buys another 1.9M Occidental shares, edging closer to 20% stake  https://t.co/gGLtdo3asP",M&A | Investments
$RARE - Ultragenyx to acquire GeneTx after promising data on Angelman syndrome treatment  https://t.co/gT1YBckZOi,M&A | Investments
$TWTR $APO $TSLA - Musk financing for Twitter deal said to be `solid as a rock' - report  https://t.co/ocj9N7LJWC,M&A | Investments
$FHI - Federated Hermes acquires registered investment advisor C.W. Henderson  https://t.co/U2KBC0o2mi,M&A | Investments
$PLUS - ePlus acquires cyber security firm Future Com  https://t.co/NLAnBoSZlQ,M&A | Investments
"$BWMN - Bowman sees acquisition of San Diego-based design firm to be ""immediately accretive""  https://t.co/HAXdWs4q73",M&A | Investments
$ELECF - Private investor in Electric Royalties increases stake to over 13%  https://t.co/8Vl8kpL0s8,M&A | Investments
$WPP - WPP acquires Latin American ecommerce agency Corebiz  https://t.co/ANX3XHc4zr,M&A | Investments
"$PDS - Precision Drilling to buy High Arctic's well servicing, rentals units in $38M deal  https://t.co/YX8r2Tg6tI",M&A | Investments
$ZOM - Zomedica acquires assets of Assisi Animal Health LLC  https://t.co/e3CKSvwzi1,M&A | Investments
$NESR - NESR agrees to acquire minority stake in W. D. Von Gonten Engineering LLC in a stock deal  https://t.co/ZVnZGUnm5F,M&A | Investments
"$GSK $PFE $BAYZF - For GSK, breaking up isn't hard to do as consumer health unit Haleon launches Monday  https://t.co/1IUAHV8Wad",M&A | Investments
$SGEN $MRK $DSKYF - Merck potential purchase of Seagen said unlikely by earnings date - report  https://t.co/aBDTmQG5vB,M&A | Investments
$BX $PSB - PS Business Parks shareholders agree to $7.6B merger with Blackstone  https://t.co/CZLWM4F2D3,M&A | Investments
"$SBUX - Starbucks set to sell Russian business to restaurateur, rapper  https://t.co/0SoYPlRELl",M&A | Investments
$TDY - Teledyne takes majority interest in Noiseless Acoustics  https://t.co/QNqiwDcX8P,M&A | Investments
$ERIC $VG - Ericsson receives final regulatory approval to complete acquisition of Vonage  https://t.co/JW5d3MYRcW,M&A | Investments
"$PFE $CSPHF $WUXAY - Pfizer backed cancer drugmaker CStone mulls options, including sale - Bloomberg News  https://t.co/WeLLQRT0QT",M&A | Investments
$VICI - VICI properties invests up to $59 in Great Wolf Resorts  https://t.co/YdBP2H9YaF,M&A | Investments
$CTXS - Citrix Systems wins European antitrust approval for sale to Vista/Elliott  https://t.co/8vXMytjxyh,M&A | Investments
$ICFI - ICF completes acquisition of SemanticBits  https://t.co/yBXX7D4FvM,M&A | Investments
$RARE $KYKOF - Ultragenyx sells part of North American royalties on Crysvita to OMERS for $500M  https://t.co/LaZj3lvJLA,M&A | Investments
$GRVI - Grove starts process to now be called Upexi  https://t.co/iqxiqifEVo,M&A | Investments
$SCTBY - Securitas receives regulatory approvals for the acquisition of Stanley Security  https://t.co/UjdTqo8U7d,M&A | Investments
$KWAC $KWACW - Kingswood Acquisition to transfer listing to OTC Markets  https://t.co/3isxsp23Cp,M&A | Investments
$BIP $DBRG $BIPAF - DigitalBridge to acquire majority stake in GD towers in alliance with Brookfield Infrastructure  https://t.co/ylcErGB07y,M&A | Investments
"$DMAQ $DMAC $DAC - Chinese automaker Chijet, SPAC DMAQ to merge; deal values combined company at $2.55B  https://t.co/wbkTIkvPTu",M&A | Investments
"$EEX - Emerald acquires wholesale marketplace, Bulletin  https://t.co/nLG5RvPiyG",M&A | Investments
"$INFY - Infosys to acquire tech and consulting firm, BASE life science, collaborates with TK Elevator  https://t.co/DOVX2l9cdf",M&A | Investments
$STGW - Stagwell's (STGW) locaria expands multilingual content production through acquisition of PEP group  https://t.co/ZXwQ5gEvxH,M&A | Investments
$VGFC - THE Very Good Food granted second 180 day Nasdaq minimum bid compliance period; announces new board appointment  https://t.co/PwlQ2ousvr,M&A | Investments
$KODK - Kodak invests in Wildcat Discovery Technologies developing EV “super cell” battery  https://t.co/r7ZjsSo8So,M&A | Investments
$BLEG - Branded Legacy acquires NMN supplements brand in exchange of preferred shares  https://t.co/XOO4zebcaa,M&A | Investments
$APO - Apollo funds invest $175M in solar energy firm Summit Ridge  https://t.co/Hc4T47l7FN,M&A | Investments
"$GOEV $GOEVW $WMT - Canoo gets closer to Walmart with warrant deal, agreement not to sell to Amazon  https://t.co/BXMFrd67Kb",M&A | Investments
$WSC - WillScot Mobile Mini acquires modular space and portable storage provider in northeastern US  https://t.co/hWkjElQU0O,M&A | Investments
$MX $CG - Magnachip Semiconductor sale may be hurt by high asking price - report  https://t.co/LIX9iBjLRm,M&A | Investments
$SAVE $ULCC $JBLU - Spirit Airlines moves to delay merger vote yet again as major shareholders back JetBlue  https://t.co/aJP923hnJe,M&A | Investments
"$CG - Carlyle Group, Permira said to bid for Warburg Pincus-backed Reorg Research  https://t.co/crPWq22HFm",M&A | Investments
$GSAQ $GSAQW $GSAQU - SPAC Global Synergy Acquisition to wind down  https://t.co/C0vuuenKBN,M&A | Investments
$FCPT - FCPT buys Caliber Collision property for $1.1M  https://t.co/C9vEfttusS,M&A | Investments
$SFTBY $SFTBF $SOBKY - Mubadala Investment in talks to acquire Fortress Investment from SoftBank  https://t.co/sGFARI6h4n,M&A | Investments
"$RWGI - Rodedawg International acquires Tree Moguls, cannabis and lifestyle brands  https://t.co/6GQvIqBUkz",M&A | Investments
$KKR $ANZBY - KKR is said to seek over $2.7B for MYOB Group in talks with ANZ  https://t.co/uvT9uAjDVx,M&A | Investments
"$MIDD - Middleby acquires CP Packaging, expands offerings in packaging inovation  https://t.co/4Aj7AFdWDK",M&A | Investments
$SPOT - Spotify Technology acquires music trivia game Heardle  https://t.co/dYLmRZSxvI,M&A | Investments
$SPOT - Spotify to acquire interactive music trivia game Heardle  https://t.co/NQNUAndxxn,M&A | Investments
$NVTS - Navitas Semiconductor acquires VDD Tech  https://t.co/dFLNV5YSCg,M&A | Investments
$CG - Carlyle sells majority stake in Unison to Madison Dearborn Partners  https://t.co/g2r5Yn7MYX,M&A | Investments
$BTCM - BIT Mining narrows its stake in Loto Interactive through sale of shares  https://t.co/uEXDrn8lcd,M&A | Investments
$UTOLF - TraceSafe acquires Offsety  https://t.co/2ALLd3NM2S,M&A | Investments
"$KKR - KKR to invest in 123Dentist, Altima Dental and Lapointe merger  https://t.co/62MklG1tka",M&A | Investments
"$WTW - WTW acquires Butterwire, terms not disclosed  https://t.co/qSs0uBNMNz",M&A | Investments
$THLEF $THLLY - Thales acquires OneWelcome to accelerate its cybersecurity development  https://t.co/8P4XRndv74,M&A | Investments
"$TWTR - Twitter's lawyers step up, telling Musk his deal isn't ended  https://t.co/6JVMifdrlM",M&A | Investments
$MBII $BIOX - Marrone Bio Innovations shareholders approve merger deal with Bioceres Crop Solutions  https://t.co/SAkff6dAFL,M&A | Investments
$AMNL - Applied Minerals enters agreement to sell iron oxide assets  https://t.co/DZUxXUWrhs,M&A | Investments
$USEA - United Maritime to acquire four tanker vessels for $79.5M  https://t.co/xLKRjdoR0i,M&A | Investments
$CDNS - Cadence Design Systems agrees to acquire Future Facilities  https://t.co/kGbbmwajuy,M&A | Investments
$VRTX - Vertex announces ViaCyte acquisition to expand diabetes pipeline  https://t.co/nUQuaZJw6d,M&A | Investments
HSBC SIGNS AGREEMENT TO SELL RUSSIA BUSINESS TO EXPOBANK - RTRS,M&A | Investments
GERMAN GOVT PLANS TO TAKE 30% IN UNIPER - HANDELSBLATT,M&A | Investments
"VODAFONE TO SELL ITS PASSIVE MOBILE TOWER ASSETS ALONGSIDE INFRATIL REINVESTMENT   SALE OF VODAFONE NZ’S PASSIVE MOBILE TOWER ASSETS FOR NZ$1,700 MILLION  AS PART OF TRANSACTION, INFRATIL WILL REINVEST TO HOLD 20% IN NEW TOWERCO",M&A | Investments
ELLIOTT SETS SIGHTS ON PINTEREST - WSJ,M&A | Investments
"Millennium’s East53 Capital Closing After Twitter, Citrix Bets   https://t.co/9wJTQA382F",M&A | Investments
Trafigura sells stake in Putin-backed oil project to obscure HK trading outfit  https://t.co/NaQfiBaqvM,M&A | Investments
"Exclusive: Len Blavatnik’s sport streaming company DAZN is in talks to acquire smaller rival Eleven Sports, according to people with knowledge of the details  https://t.co/OLXByS3erR",M&A | Investments
Twitter has asked a court to force Elon Musk to honour his $44bn agreement to buy the social media company  https://t.co/IffLlinjz7,M&A | Investments
$AMZN invests into the health care industry as the online retailer buys primary care provider $ONEM.  https://t.co/XrMRqq8oeG,M&A | Investments
